product_id,timestamp,demand_score,inventory_level,competitor_price,current_price,user_type,day_of_week,season,base_price
P015,2025-04-07 10:58:56.533517,0.52,0.88,490.59,399.3,loyal,Monday,winter,484.59
P015,2025-04-08 10:58:56.533517,0.33,0.87,548.35,377.98,loyal,Tuesday,winter,484.59
P015,2025-04-09 10:58:56.533517,0.25,0.85,440.6,370.23,premium,Wednesday,winter,484.59
P015,2025-04-10 10:58:56.533517,0.25,0.84,454.11,371.0,premium,Thursday,winter,484.59
P015,2025-04-11 10:58:56.533517,0.43,0.81,541.29,394.26,new,Friday,winter,484.59
P015,2025-04-12 10:58:56.533517,0.48,0.79,493.96,401.63,loyal,Saturday,winter,484.59
P015,2025-04-13 10:58:56.533517,0.76,0.74,428.19,438.07,loyal,Sunday,winter,484.59
P015,2025-04-14 10:58:56.533517,0.24,0.73,413.18,378.37,premium,Monday,winter,484.59
P015,2025-04-15 10:58:56.533517,0.33,0.71,551.32,390.39,loyal,Tuesday,winter,484.59
P015,2025-04-16 10:58:56.533517,0.21,0.7,538.57,377.2,premium,Wednesday,winter,484.59
P015,2025-04-17 10:58:56.533517,0.51,0.67,426.74,414.42,loyal,Thursday,winter,484.59
P015,2025-04-18 10:58:56.533517,0.34,0.65,456.96,396.2,new,Friday,winter,484.59
P015,2025-04-19 10:58:56.533517,0.81,0.6,532.64,454.74,premium,Saturday,winter,484.59
P015,2025-04-20 10:58:56.533517,0.67,0.56,498.68,441.56,new,Sunday,winter,484.59
P015,2025-04-21 10:58:56.533517,0.3,0.54,444.94,400.08,premium,Monday,winter,484.59
P015,2025-04-22 10:58:56.533517,0.55,0.51,471.88,431.48,new,Tuesday,winter,484.59
P015,2025-04-23 10:58:56.533517,0.39,0.49,467.26,414.42,loyal,Wednesday,winter,484.59
P015,2025-04-24 10:58:56.533517,0.27,0.47,432.16,402.02,loyal,Thursday,winter,484.59
P015,2025-04-25 10:58:56.533517,0.45,0.45,522.08,424.5,premium,Friday,winter,484.59
P015,2025-04-26 10:58:56.533517,0.85,0.4,431.42,474.9,loyal,Saturday,winter,484.59
P015,2025-04-27 10:58:56.533517,0.72,0.35,451.03,463.66,premium,Sunday,winter,484.59
P015,2025-04-28 10:58:56.533517,0.26,0.34,413.78,410.93,new,Monday,winter,484.59
P015,2025-04-29 10:58:56.533517,0.55,0.31,525.28,446.99,loyal,Tuesday,winter,484.59
P015,2025-04-30 10:58:56.533517,0.16,0.3,475.69,402.4,premium,Wednesday,winter,484.59
P015,2025-05-01 10:58:56.533517,0.48,0.28,496.65,441.17,new,Thursday,winter,484.59
P015,2025-05-02 10:58:56.533517,0.34,0.26,475.74,426.44,loyal,Friday,winter,484.59
P015,2025-05-03 10:58:56.533517,0.48,0.23,529.78,445.05,premium,Saturday,winter,484.59
P015,2025-05-04 10:58:56.533517,0.83,0.18,548.2,489.63,new,Sunday,winter,484.59
P015,2025-05-05 10:58:56.533517,0.22,0.17,474.75,419.46,premium,Monday,winter,484.59
P015,2025-05-06 10:58:56.533517,0.26,0.15,523.42,425.66,loyal,Tuesday,winter,484.59
P015,2025-05-07 10:58:56.533517,0.21,0.14,506.26,420.62,new,Wednesday,winter,484.59
P015,2025-05-08 10:58:56.533517,0.22,0.13,544.15,422.56,loyal,Thursday,winter,484.59
P015,2025-05-09 10:58:56.533517,0.66,0.09,512.37,476.84,new,Friday,winter,484.59
P015,2025-05-10 10:58:56.533517,0.84,0.04,512.16,501.65,new,Saturday,winter,484.59
P015,2025-05-11 10:58:56.533517,0.33,0.02,490.67,443.88,premium,Sunday,winter,484.59
P015,2025-05-12 10:58:56.533517,0.58,0.22,524.87,457.45,loyal,Monday,winter,484.59
P015,2025-05-13 10:58:56.533517,0.54,0.19,512.6,455.13,premium,Tuesday,winter,484.59
P015,2025-05-14 10:58:56.533517,0.15,0.18,536.6,410.54,new,Wednesday,winter,484.59
P015,2025-05-15 10:58:56.533517,0.23,0.17,469.06,420.62,premium,Thursday,winter,484.59
P015,2025-05-16 10:58:56.533517,0.73,0.12,471.51,482.65,new,Friday,winter,484.59
P015,2025-05-17 10:58:56.533517,0.53,0.09,451.49,461.72,new,Saturday,winter,484.59
P015,2025-05-18 10:58:56.533517,0.3,0.07,507.79,436.52,loyal,Sunday,winter,484.59
P015,2025-05-19 10:58:56.533517,0.55,0.04,426.16,467.92,loyal,Monday,winter,484.59
P015,2025-05-20 10:58:56.533517,0.42,0.01,423.3,455.13,new,Tuesday,winter,484.59
P015,2025-05-21 10:58:56.533517,0.34,0.44,493.37,412.48,loyal,Wednesday,winter,484.59
P015,2025-05-22 10:58:56.533517,0.37,0.42,547.19,417.52,premium,Thursday,winter,484.59
P015,2025-05-23 10:58:56.533517,0.75,0.38,479.47,464.82,new,Friday,winter,484.59
P015,2025-05-24 10:58:56.533517,0.75,0.33,458.04,468.7,loyal,Saturday,winter,484.59
P015,2025-05-25 10:58:56.533517,0.84,0.28,481.6,483.04,premium,Sunday,winter,484.59
P015,2025-05-26 10:58:56.533517,0.28,0.27,422.42,418.69,loyal,Monday,winter,484.59
P015,2025-05-27 10:58:56.533517,0.26,0.26,555.16,417.14,loyal,Tuesday,winter,484.59
P015,2025-05-28 10:58:56.533517,0.41,0.23,465.3,436.91,loyal,Wednesday,winter,484.59
P015,2025-05-29 10:58:56.533517,0.25,0.22,435.23,419.07,loyal,Thursday,winter,484.59
P015,2025-05-30 10:58:56.533517,0.29,0.21,443.59,424.5,loyal,Friday,winter,484.59
P015,2025-05-31 10:58:56.533517,0.28,0.19,442.85,424.89,loyal,Saturday,winter,484.59
P015,2025-06-01 10:58:56.533517,0.44,0.17,434.65,445.05,premium,Sunday,winter,484.59
P015,2025-06-02 10:58:56.533517,0.25,0.15,523.59,424.5,premium,Monday,winter,484.59
P015,2025-06-03 10:58:56.533517,0.49,0.13,552.01,453.96,loyal,Tuesday,winter,484.59
P015,2025-06-04 10:58:56.533517,0.3,0.11,449.95,433.42,loyal,Wednesday,winter,484.59
P015,2025-06-05 10:58:56.533517,0.38,0.09,491.75,444.27,new,Thursday,winter,484.59
P015,2025-06-06 10:58:56.533517,0.27,0.08,428.71,432.25,new,Friday,winter,484.59
P015,2025-06-07 10:58:56.533517,0.58,0.04,510.39,471.41,new,Saturday,winter,484.59
P015,2025-06-08 10:58:56.533517,0.46,0.02,485.07,459.0,new,Sunday,winter,484.59
P015,2025-06-09 10:58:56.533517,0.54,0.28,467.97,448.15,premium,Monday,winter,484.59
P015,2025-06-10 10:58:56.533517,0.33,0.26,476.81,425.28,loyal,Tuesday,winter,484.59
P015,2025-06-11 10:58:56.533517,0.4,0.23,447.36,435.74,premium,Wednesday,winter,484.59
P015,2025-06-12 10:58:56.533517,0.54,0.2,421.2,454.35,loyal,Thursday,winter,484.59
P015,2025-06-13 10:58:56.533517,0.39,0.18,416.76,438.46,premium,Friday,winter,484.59
P015,2025-06-14 10:58:56.533517,0.35,0.16,416.55,435.36,new,Saturday,winter,484.59
P015,2025-06-15 10:58:56.533517,0.28,0.15,469.5,427.99,new,Sunday,winter,484.59
P015,2025-06-16 10:58:56.533517,0.47,0.12,428.51,452.41,new,Monday,winter,484.59
P015,2025-06-17 10:58:56.533517,0.26,0.11,465.05,428.77,premium,Tuesday,winter,484.59
P015,2025-06-18 10:58:56.533517,0.4,0.08,525.92,447.37,premium,Wednesday,winter,484.59
P015,2025-06-19 10:58:56.533517,0.43,0.06,473.78,452.41,new,Thursday,winter,484.59
P015,2025-06-20 10:58:56.533517,0.67,0.02,449.27,483.43,new,Friday,winter,484.59
P015,2025-06-21 10:58:56.533517,0.69,0.32,471.21,462.49,premium,Saturday,winter,484.59
P015,2025-06-22 10:58:56.533517,0.82,0.27,501.36,481.49,loyal,Sunday,winter,484.59
P015,2025-06-23 10:58:56.533517,0.6,0.23,489.04,459.0,new,Monday,winter,484.59
P015,2025-06-24 10:58:56.533517,0.45,0.21,552.52,443.11,premium,Tuesday,winter,484.59
P015,2025-06-25 10:58:56.533517,0.48,0.18,489.64,448.92,loyal,Wednesday,winter,484.59
P015,2025-06-26 10:58:56.533517,0.27,0.17,506.1,425.28,new,Thursday,winter,484.59
P015,2025-06-27 10:58:56.533517,0.39,0.15,464.05,440.78,new,Friday,winter,484.59
P015,2025-06-28 10:58:56.533517,0.89,0.1,477.68,502.81,new,Saturday,winter,484.59
P015,2025-06-29 10:58:56.533517,0.43,0.07,415.87,451.64,premium,Sunday,winter,484.59
P015,2025-06-30 10:58:56.533517,0.29,0.06,412.78,436.13,new,Monday,winter,484.59
P015,2025-07-01 10:58:56.533517,0.3,0.04,543.86,438.84,new,Tuesday,winter,484.59
P016,2025-04-03 10:58:56.533517,0.69,0.89,394.39,341.95,premium,Thursday,winter,396.14
P016,2025-04-04 10:58:56.533517,0.8,0.74,355.33,361.91,new,Friday,winter,396.14
P016,2025-04-05 10:58:56.533517,0.58,0.64,363.41,347.34,premium,Saturday,winter,396.14
P016,2025-04-06 10:58:56.533517,0.42,0.57,349.41,336.56,premium,Sunday,winter,396.14
P016,2025-04-07 10:58:56.533517,0.62,0.45,353.79,363.18,new,Monday,winter,396.14
P016,2025-04-08 10:58:56.533517,0.53,0.36,427.85,360.33,new,Tuesday,winter,396.14
P016,2025-04-09 10:58:56.533517,0.42,0.28,417.57,354.94,loyal,Wednesday,winter,396.14
P016,2025-04-10 10:58:56.533517,0.6,0.17,380.0,379.03,loyal,Thursday,winter,396.14
P016,2025-04-11 10:58:56.533517,0.86,0.02,424.57,413.25,premium,Friday,winter,396.14
P016,2025-04-12 10:58:56.533517,0.39,1.09,435.49,300.75,loyal,Saturday,winter,396.14
P016,2025-04-13 10:58:56.533517,0.62,0.98,408.3,329.59,premium,Sunday,winter,396.14
P016,2025-04-14 10:58:56.533517,0.44,0.91,420.05,316.91,premium,Monday,winter,396.14
P016,2025-04-15 10:58:56.533517,0.33,0.85,428.18,310.26,new,Tuesday,winter,396.14
P016,2025-04-16 10:58:56.533517,0.23,0.81,422.63,303.28,new,Wednesday,winter,396.14
P016,2025-04-17 10:58:56.533517,0.51,0.72,378.09,335.61,loyal,Thursday,winter,396.14
P016,2025-04-18 10:58:56.533517,0.9,0.55,442.89,383.46,loyal,Friday,winter,396.14
P016,2025-04-19 10:58:56.533517,0.58,0.45,358.72,359.38,new,Saturday,winter,396.14
P016,2025-04-20 10:58:56.533517,0.73,0.32,372.13,381.88,new,Sunday,winter,396.14
P016,2025-04-21 10:58:56.533517,0.27,0.28,363.26,340.68,new,Monday,winter,396.14
P016,2025-04-22 10:58:56.533517,0.37,0.23,438.44,353.36,loyal,Tuesday,winter,396.14
P016,2025-04-23 10:58:56.533517,0.42,0.15,356.11,363.18,new,Wednesday,winter,396.14
P016,2025-04-24 10:58:56.533517,0.69,0.04,398.08,395.82,premium,Thursday,winter,396.14
P016,2025-04-25 10:58:56.533517,0.88,1.15,414.3,343.53,loyal,Friday,winter,396.14
P016,2025-04-26 10:58:56.533517,0.35,1.09,380.16,296.95,loyal,Saturday,winter,396.14
P016,2025-04-27 10:58:56.533517,1.02,0.91,369.38,372.05,loyal,Sunday,winter,396.14
P016,2025-04-28 10:58:56.533517,0.7,0.77,375.4,350.5,premium,Monday,winter,396.14
P016,2025-04-29 10:58:56.533517,0.53,0.68,391.38,340.05,loyal,Tuesday,winter,396.14
P016,2025-04-30 10:58:56.533517,0.42,0.6,373.81,334.66,premium,Wednesday,winter,396.14
P016,2025-05-01 10:58:56.533517,0.3,0.55,356.48,326.42,premium,Thursday,winter,396.14
P016,2025-05-02 10:58:56.533517,0.4,0.47,372.5,341.0,premium,Friday,winter,396.14
P016,2025-05-03 10:58:56.533517,0.95,0.3,452.32,404.06,premium,Saturday,winter,396.14
P016,2025-05-04 10:58:56.533517,0.74,0.17,408.26,392.34,new,Sunday,winter,396.14
P016,2025-05-05 10:58:56.533517,0.3,0.11,366.12,354.31,premium,Monday,winter,396.14
P016,2025-05-06 10:58:56.533517,0.42,0.04,439.73,370.15,loyal,Tuesday,winter,396.14
P016,2025-05-07 10:58:56.533517,0.42,1.15,347.28,299.8,new,Wednesday,winter,396.14
P016,2025-05-08 10:58:56.533517,0.23,1.11,388.11,284.27,new,Thursday,winter,396.14
P016,2025-05-09 10:58:56.533517,0.67,1.0,393.4,333.07,loyal,Friday,winter,396.14
P016,2025-05-10 10:58:56.533517,0.98,0.83,394.74,373.32,new,Saturday,winter,396.14
P016,2025-05-11 10:58:56.533517,0.94,0.66,372.78,380.29,premium,Sunday,winter,396.14
P016,2025-05-12 10:58:56.533517,0.73,0.53,360.2,368.57,loyal,Monday,winter,396.14
P016,2025-05-13 10:58:56.533517,0.41,0.45,454.64,343.22,loyal,Tuesday,winter,396.14
P016,2025-05-14 10:58:56.533517,0.19,0.43,361.84,323.57,loyal,Wednesday,winter,396.14
P016,2025-05-15 10:58:56.533517,0.28,0.4,399.27,334.03,premium,Thursday,winter,396.14
P016,2025-05-16 10:58:56.533517,0.3,0.34,377.26,339.73,new,Friday,winter,396.14
P016,2025-05-17 10:58:56.533517,1.11,0.13,444.26,430.05,new,Saturday,winter,396.14
P016,2025-05-18 10:58:56.533517,0.47,0.06,388.82,373.64,premium,Sunday,winter,396.14
P016,2025-05-19 10:58:56.533517,0.46,0.75,431.96,328.95,new,Monday,winter,396.14
P016,2025-05-20 10:58:56.533517,0.65,0.64,337.56,353.99,loyal,Tuesday,winter,396.14
P016,2025-05-21 10:58:56.533517,0.5,0.55,409.24,345.43,loyal,Wednesday,winter,396.14
P016,2025-05-22 10:58:56.533517,0.26,0.51,410.93,325.15,loyal,Thursday,winter,396.14
P016,2025-05-23 10:58:56.533517,0.95,0.34,423.24,401.53,loyal,Friday,winter,396.14
P016,2025-05-24 10:58:56.533517,0.59,0.25,372.7,373.01,loyal,Saturday,winter,396.14
P016,2025-05-25 10:58:56.533517,0.78,0.11,356.63,399.94,premium,Sunday,winter,396.14
P016,2025-05-26 10:58:56.533517,0.54,0.02,346.34,382.83,new,Monday,winter,396.14
P016,2025-05-27 10:58:56.533517,0.47,1.32,386.45,293.78,new,Tuesday,winter,396.14
P016,2025-05-28 10:58:56.533517,0.44,1.25,445.99,295.36,loyal,Wednesday,winter,396.14
P016,2025-05-29 10:58:56.533517,0.41,1.17,440.47,297.58,premium,Thursday,winter,396.14
P016,2025-05-30 10:58:56.533517,0.94,1.0,351.95,358.74,premium,Friday,winter,396.14
P016,2025-05-31 10:58:56.533517,1.09,0.81,390.18,385.05,loyal,Saturday,winter,396.14
P016,2025-06-01 10:58:56.533517,0.35,0.75,414.6,318.5,loyal,Sunday,winter,396.14
P016,2025-06-02 10:58:56.533517,0.33,0.7,402.64,319.76,loyal,Monday,winter,396.14
P016,2025-06-03 10:58:56.533517,0.3,0.64,438.24,320.71,premium,Tuesday,winter,396.14
P016,2025-06-04 10:58:56.533517,0.41,0.57,361.52,335.61,new,Wednesday,winter,396.14
P016,2025-06-05 10:58:56.533517,0.67,0.45,427.16,367.93,loyal,Thursday,winter,396.14
P016,2025-06-06 10:58:56.533517,0.43,0.38,430.73,349.55,loyal,Friday,winter,396.14
P016,2025-06-07 10:58:56.533517,0.73,0.25,385.44,386.32,premium,Saturday,winter,396.14
P016,2025-06-08 10:58:56.533517,0.53,0.15,399.46,373.64,premium,Sunday,winter,396.14
P016,2025-06-09 10:58:56.533517,0.7,0.02,446.04,398.04,new,Monday,winter,396.14
P016,2025-06-10 10:58:56.533517,0.55,1.04,408.41,319.13,premium,Tuesday,winter,396.14
P016,2025-06-11 10:58:56.533517,0.55,0.94,368.51,325.47,loyal,Wednesday,winter,396.14
P016,2025-06-12 10:58:56.533517,0.27,0.91,403.54,300.75,premium,Thursday,winter,396.14
P016,2025-06-13 10:58:56.533517,0.65,0.79,433.61,344.48,premium,Friday,winter,396.14
P016,2025-06-14 10:58:56.533517,0.53,0.7,454.51,338.78,new,Saturday,winter,396.14
P016,2025-06-15 10:58:56.533517,0.42,0.62,399.77,333.39,new,Sunday,winter,396.14
P016,2025-06-16 10:58:56.533517,0.6,0.51,403.34,357.48,new,Monday,winter,396.14
P016,2025-06-17 10:58:56.533517,0.67,0.4,449.22,371.1,premium,Tuesday,winter,396.14
P016,2025-06-18 10:58:56.533517,0.21,0.36,397.32,329.91,loyal,Wednesday,winter,396.14
P016,2025-06-19 10:58:56.533517,0.27,0.32,374.4,338.15,loyal,Thursday,winter,396.14
P016,2025-06-20 10:58:56.533517,0.71,0.19,377.04,388.22,loyal,Friday,winter,396.14
P016,2025-06-21 10:58:56.533517,0.58,0.09,433.61,382.2,premium,Saturday,winter,396.14
P016,2025-06-22 10:58:56.533517,0.58,1.34,357.26,302.97,new,Sunday,winter,396.14
P016,2025-06-23 10:58:56.533517,0.67,1.23,405.09,318.5,loyal,Monday,winter,396.14
P016,2025-06-24 10:58:56.533517,0.25,1.19,415.91,281.1,new,Tuesday,winter,396.14
P016,2025-06-25 10:58:56.533517,0.39,1.13,367.59,298.21,premium,Wednesday,winter,396.14
P016,2025-06-26 10:58:56.533517,0.33,1.08,395.08,295.68,loyal,Thursday,winter,396.14
P016,2025-06-27 10:58:56.533517,0.52,0.98,431.47,320.08,loyal,Friday,winter,396.14
P016,2025-06-28 10:58:56.533517,0.77,0.85,395.76,352.09,loyal,Saturday,winter,396.14
P016,2025-06-29 10:58:56.533517,0.9,0.68,432.24,375.22,new,Sunday,winter,396.14
P016,2025-06-30 10:58:56.533517,0.74,0.55,339.79,368.25,new,Monday,winter,396.14
P016,2025-07-01 10:58:56.533517,0.69,0.43,420.34,371.1,premium,Tuesday,winter,396.14
P017,2025-04-03 10:58:56.533517,0.44,0.97,197.0,162.86,new,Thursday,winter,206.05
P017,2025-04-04 10:58:56.533517,0.56,0.94,180.12,169.79,new,Friday,winter,206.05
P017,2025-04-05 10:58:56.533517,0.48,0.92,215.81,166.49,loyal,Saturday,winter,206.05
P017,2025-04-06 10:58:56.533517,0.6,0.88,213.83,173.74,premium,Sunday,winter,206.05
P017,2025-04-07 10:58:56.533517,0.26,0.86,225.36,157.59,loyal,Monday,winter,206.05
P017,2025-04-08 10:58:56.533517,0.25,0.85,178.89,157.42,premium,Tuesday,winter,206.05
P017,2025-04-09 10:58:56.533517,0.17,0.84,220.58,153.8,new,Wednesday,winter,206.05
P017,2025-04-10 10:58:56.533517,0.35,0.82,219.95,163.36,new,Thursday,winter,206.05
P017,2025-04-11 10:58:56.533517,0.33,0.81,189.02,162.7,premium,Friday,winter,206.05
P017,2025-04-12 10:58:56.533517,0.82,0.75,187.31,188.91,new,Saturday,winter,206.05
P017,2025-04-13 10:58:56.533517,0.36,0.73,188.07,166.82,premium,Sunday,winter,206.05
P017,2025-04-14 10:58:56.533517,0.26,0.72,224.7,162.2,premium,Monday,winter,206.05
P017,2025-04-15 10:58:56.533517,0.36,0.7,217.32,167.81,premium,Tuesday,winter,206.05
P017,2025-04-16 10:58:56.533517,0.22,0.69,221.81,161.21,loyal,Wednesday,winter,206.05
P017,2025-04-17 10:58:56.533517,0.27,0.68,183.77,164.02,premium,Thursday,winter,206.05
P017,2025-04-18 10:58:56.533517,0.69,0.64,236.08,186.1,loyal,Friday,winter,206.05
P017,2025-04-19 10:58:56.533517,0.7,0.59,194.79,188.25,loyal,Saturday,winter,206.05
P017,2025-04-20 10:58:56.533517,0.56,0.56,200.03,182.31,premium,Sunday,winter,206.05
P017,2025-04-21 10:58:56.533517,0.24,0.55,193.12,166.82,loyal,Monday,winter,206.05
P017,2025-04-22 10:58:56.533517,0.21,0.53,180.5,165.99,new,Tuesday,winter,206.05
P017,2025-04-23 10:58:56.533517,0.24,0.52,225.76,167.81,new,Wednesday,winter,206.05
P017,2025-04-24 10:58:56.533517,0.45,0.49,219.57,179.18,loyal,Thursday,winter,206.05
P017,2025-04-25 10:58:56.533517,0.54,0.46,195.18,184.62,loyal,Friday,winter,206.05
P017,2025-04-26 10:58:56.533517,0.76,0.42,233.62,196.82,new,Saturday,winter,206.05
P017,2025-04-27 10:58:56.533517,0.72,0.37,201.03,196.49,new,Sunday,winter,206.05
P017,2025-04-28 10:58:56.533517,0.22,0.36,214.21,172.09,loyal,Monday,winter,206.05
P017,2025-04-29 10:58:56.533517,0.47,0.33,181.5,185.45,new,Tuesday,winter,206.05
P017,2025-04-30 10:58:56.533517,0.29,0.32,188.18,176.87,new,Wednesday,winter,206.05
P017,2025-05-01 10:58:56.533517,0.47,0.29,185.84,186.76,loyal,Thursday,winter,206.05
P017,2025-05-02 10:58:56.533517,0.42,0.27,184.7,184.95,loyal,Friday,winter,206.05
P017,2025-05-03 10:58:56.533517,0.29,0.25,186.45,179.18,new,Saturday,winter,206.05
P017,2025-05-04 10:58:56.533517,0.27,0.24,211.49,178.52,new,Sunday,winter,206.05
P017,2025-05-05 10:58:56.533517,0.34,0.22,220.46,182.64,premium,Monday,winter,206.05
P017,2025-05-06 10:58:56.533517,0.3,0.2,225.25,181.32,loyal,Tuesday,winter,206.05
P017,2025-05-07 10:58:56.533517,0.34,0.18,193.71,183.96,premium,Wednesday,winter,206.05
P017,2025-05-08 10:58:56.533517,0.16,0.18,193.9,175.06,new,Thursday,winter,206.05
P017,2025-05-09 10:58:56.533517,0.69,0.14,193.18,202.59,premium,Friday,winter,206.05
P017,2025-05-10 10:58:56.533517,0.79,0.09,209.12,209.18,new,Saturday,winter,206.05
P017,2025-05-11 10:58:56.533517,0.28,0.08,216.48,184.29,new,Sunday,winter,206.05
P017,2025-05-12 10:58:56.533517,0.55,0.05,220.86,198.63,new,Monday,winter,206.05
P017,2025-05-13 10:58:56.533517,0.31,0.03,197.06,187.42,premium,Tuesday,winter,206.05
P017,2025-05-14 10:58:56.533517,0.25,0.01,196.47,185.12,new,Wednesday,winter,206.05
P017,2025-05-15 10:58:56.533517,0.44,0.31,197.59,184.62,new,Thursday,winter,206.05
P017,2025-05-16 10:58:56.533517,0.25,0.3,192.83,175.55,new,Friday,winter,206.05
P017,2025-05-17 10:58:56.533517,0.43,0.27,185.29,185.45,premium,Saturday,winter,206.05
P017,2025-05-18 10:58:56.533517,0.37,0.25,213.47,183.14,loyal,Sunday,winter,206.05
P017,2025-05-19 10:58:56.533517,0.53,0.22,226.66,192.04,loyal,Monday,winter,206.05
P017,2025-05-20 10:58:56.533517,0.19,0.21,180.03,175.55,loyal,Tuesday,winter,206.05
P017,2025-05-21 10:58:56.533517,0.37,0.19,215.03,185.12,loyal,Wednesday,winter,206.05
P017,2025-05-22 10:58:56.533517,0.33,0.18,224.25,183.47,loyal,Thursday,winter,206.05
P017,2025-05-23 10:58:56.533517,0.63,0.14,215.23,199.62,premium,Friday,winter,206.05
P017,2025-05-24 10:58:56.533517,0.72,0.09,180.03,205.72,premium,Saturday,winter,206.05
P017,2025-05-25 10:58:56.533517,0.39,0.07,222.28,190.06,loyal,Sunday,winter,206.05
P017,2025-05-26 10:58:56.533517,0.56,0.04,219.37,199.46,premium,Monday,winter,206.05
P017,2025-05-27 10:58:56.533517,0.45,0.01,235.2,195.01,loyal,Tuesday,winter,206.05
P017,2025-05-28 10:58:56.533517,0.19,0.01,186.68,182.15,loyal,Wednesday,winter,206.05
P017,2025-05-29 10:58:56.533517,0.43,0.39,192.45,181.49,premium,Thursday,winter,206.05
P017,2025-05-30 10:58:56.533517,0.24,0.38,202.46,172.42,premium,Friday,winter,206.05
P017,2025-05-31 10:58:56.533517,0.54,0.34,200.12,188.58,premium,Saturday,winter,206.05
P017,2025-06-01 10:58:56.533517,0.35,0.32,222.03,179.84,new,Sunday,winter,206.05
P017,2025-06-02 10:58:56.533517,0.36,0.31,207.51,180.66,loyal,Monday,winter,206.05
P017,2025-06-03 10:58:56.533517,0.25,0.29,226.24,175.88,new,Tuesday,winter,206.05
P017,2025-06-04 10:58:56.533517,0.22,0.28,196.28,174.73,new,Wednesday,winter,206.05
P017,2025-06-05 10:58:56.533517,0.35,0.26,217.75,181.82,premium,Thursday,winter,206.05
P017,2025-06-06 10:58:56.533517,0.3,0.24,227.83,180.01,loyal,Friday,winter,206.05
P017,2025-06-07 10:58:56.533517,0.45,0.21,198.92,188.41,loyal,Saturday,winter,206.05
P017,2025-06-08 10:58:56.533517,0.53,0.18,196.52,193.36,loyal,Sunday,winter,206.05
P017,2025-06-09 10:58:56.533517,0.31,0.16,193.95,183.14,new,Monday,winter,206.05
P017,2025-06-10 10:58:56.533517,0.27,0.15,176.34,181.49,loyal,Tuesday,winter,206.05
P017,2025-06-11 10:58:56.533517,0.19,0.14,185.09,177.86,new,Wednesday,winter,206.05
P017,2025-06-12 10:58:56.533517,0.47,0.12,178.05,192.37,premium,Thursday,winter,206.05
P017,2025-06-13 10:58:56.533517,0.23,0.1,204.87,181.16,loyal,Friday,winter,206.05
P017,2025-06-14 10:58:56.533517,0.59,0.07,210.75,199.95,loyal,Saturday,winter,206.05
P017,2025-06-15 10:58:56.533517,0.64,0.03,210.38,203.74,premium,Sunday,winter,206.05
P017,2025-06-16 10:58:56.533517,0.52,0.29,205.84,189.24,premium,Monday,winter,206.05
P017,2025-06-17 10:58:56.533517,0.35,0.27,227.91,181.49,loyal,Tuesday,winter,206.05
P017,2025-06-18 10:58:56.533517,0.39,0.25,214.59,184.13,new,Wednesday,winter,206.05
P017,2025-06-19 10:58:56.533517,0.32,0.23,226.03,181.32,premium,Thursday,winter,206.05
P017,2025-06-20 10:58:56.533517,0.52,0.2,213.31,192.2,premium,Friday,winter,206.05
P017,2025-06-21 10:58:56.533517,0.69,0.16,211.15,201.93,premium,Saturday,winter,206.05
P017,2025-06-22 10:58:56.533517,0.26,0.15,217.19,180.99,premium,Sunday,winter,206.05
P017,2025-06-23 10:58:56.533517,0.39,0.13,227.15,188.08,premium,Monday,winter,206.05
P017,2025-06-24 10:58:56.533517,0.36,0.11,234.18,187.26,new,Tuesday,winter,206.05
P017,2025-06-25 10:58:56.533517,0.16,0.1,200.1,177.7,loyal,Wednesday,winter,206.05
P017,2025-06-26 10:58:56.533517,0.41,0.08,210.29,190.72,new,Thursday,winter,206.05
P017,2025-06-27 10:58:56.533517,0.36,0.06,230.73,188.91,new,Friday,winter,206.05
P017,2025-06-28 10:58:56.533517,0.81,0.01,212.3,212.81,new,Saturday,winter,206.05
P017,2025-06-29 10:58:56.533517,0.34,0.51,231.11,173.08,loyal,Sunday,winter,206.05
P017,2025-06-30 10:58:56.533517,0.44,0.49,188.32,178.69,premium,Monday,winter,206.05
P017,2025-07-01 10:58:56.533517,0.3,0.47,200.52,172.42,new,Tuesday,winter,206.05
P018,2025-04-03 10:58:56.533517,0.29,0.98,342.55,279.09,loyal,Thursday,winter,370.74
P018,2025-04-04 10:58:56.533517,0.76,0.93,344.33,323.88,loyal,Friday,winter,370.74
P018,2025-04-05 10:58:56.533517,0.33,0.91,403.67,286.8,loyal,Saturday,winter,370.74
P018,2025-04-06 10:58:56.533517,0.32,0.89,370.46,287.1,premium,Sunday,winter,370.74
P018,2025-04-07 10:58:56.533517,0.67,0.84,386.52,321.21,new,Monday,winter,370.74
P018,2025-04-08 10:58:56.533517,0.43,0.81,399.09,301.63,premium,Tuesday,winter,370.74
P018,2025-04-09 10:58:56.533517,0.57,0.77,378.0,316.46,premium,Wednesday,winter,370.74
P018,2025-04-10 10:58:56.533517,0.36,0.75,385.27,298.96,new,Thursday,winter,370.74
P018,2025-04-11 10:58:56.533517,0.58,0.71,332.11,320.91,loyal,Friday,winter,370.74
P018,2025-04-12 10:58:56.533517,0.36,0.69,355.43,302.52,premium,Saturday,winter,370.74
P018,2025-04-13 10:58:56.533517,0.9,0.62,408.66,354.72,premium,Sunday,winter,370.74
P018,2025-04-14 10:58:56.533517,0.37,0.6,357.92,308.75,premium,Monday,winter,370.74
